[REC] ARMED — listening on GPIO6(CMD) + GPIO5(FB). Press microwave START.
[REC] buffer full.
---REC BEGIN---
idx,t_us,chan,level,dt_us
4664,1522784,F,1,210
4665,1522987,F,0,203
4666,1523187,F,0,200
4667,1523392,F,0,205
4668,1523610,F,0,218
4669,1523853,F,0,243
4670,1524787,C,1,934
4671,1524988,C,0,201
4672,1525204,C,0,216
4673,1525404,C,0,200
4674,1525619,C,0,215
4675,1525822,C,0,203
4676,1526023,C,1,201
4677,1526224,C,0,201
4678,1527095,C,0,871
4679,1527382,C,0,287
4680,1527833,C,0,451
4681,1528201,C,0,368
4682,1528540,C,0,339
4683,1528775,C,0,235
4684,1528990,C,0,215
4685,1529191,C,0,201
4686,1529399,C,1,208
4687,1529599,C,0,200
4688,1530125,F,0,526
4689,1530327,F,1,202
4690,1530530,F,0,203
4691,1530732,F,0,202
4692,1530935,F,0,203
4693,1530946,C,1,11
4694,1531144,F,0,198
4695,1531152,C,1,8
4696,1531346,F,1,194
4697,1531358,C,0,12
4698,1531559,C,1,201
4699,1531847,C,1,288
4700,1532052,C,1,205
4701,1532254,C,1,202
4702,1532457,C,1,203
4703,1532665,C,1,208
4704,1532880,C,1,215
4705,1533378,F,0,498
4706,1533579,F,0,201
4707,1533787,F,0,208
4708,1533989,F,0,202
4709,1534190,F,0,201
4710,1534390,F,1,200
4711,1534591,F,0,201
4712,1534796,F,0,205
4713,1535003,F,0,207
4714,1535205,F,1,202
4715,1535405,F,1,200
4716,1536190,F,1,785
4717,1536390,F,1,200
4718,1536598,F,1,208
4719,1536806,F,0,208
4720,1537021,F,0,215
4721,1537251,F,0,230
4722,1537454,F,1,203
4723,1537666,F,1,212
4724,1537868,F,1,202
4725,1538068,F,1,200
4726,1538274,F,0,206
4727,1538485,F,0,211
4728,1538698,F,1,213
4729,1538899,F,1,201
4730,1539100,F,1,201
4731,1539301,F,0,201
4732,1539503,F,0,202
4733,1539710,F,0,207
4734,1539913,F,0,203
4735,1539972,C,1,59
4736,1540119,F,0,147
4737,1540175,C,0,56
4738,1540319,F,1,144
4739,1540380,C,1,61
4740,1540519,F,0,139
4741,1540749,F,0,230
4742,1541492,C,1,743
4743,1541693,C,0,201
4744,1541912,C,0,219
4745,1542113,C,0,201
4746,1542313,C,0,200
4747,1542513,C,0,200
4748,1542714,C,0,201
4749,1542914,C,0,200
4750,1543115,C,0,201
4751,1543331,C,0,216
4752,1543533,C,1,202
4753,1543756,C,0,223
4754,1544058,C,0,302
4755,1544260,C,0,202
4756,1545285,C,0,1025
4757,1545613,C,0,328
4758,1545813,C,1,200
4759,1546018,C,1,205
4760,1546218,C,0,200
4761,1546473,C,1,255
4762,1546805,F,0,332
4763,1547010,F,0,205
4764,1547211,F,0,201
4765,1547412,F,0,201
4766,1547637,F,0,225
4767,1547838,F,0,201
4768,1548207,C,1,369
4769,1548421,C,1,214
4770,1548621,C,1,200
4771,1548826,C,1,205
4772,1549572,C,0,746
4773,1550085,F,1,513
4774,1550285,F,1,200
4775,1550489,F,0,204
4776,1550700,F,0,211
4777,1550901,F,0,201
4778,1551101,F,0,200
4779,1551308,F,0,207
4780,1551511,F,0,203
4781,1551711,F,0,200
4782,1551911,F,1,200
4783,1552112,F,1,201
4784,1552427,F,1,315
4785,1552630,F,0,203
4786,1552840,F,1,210
4787,1553040,F,0,200
4788,1553246,F,1,206
4789,1553446,F,1,200
4790,1554135,F,1,689
4791,1554353,F,1,218
4792,1554569,F,1,216
4793,1554778,F,1,209
4794,1554982,F,0,204
4795,1555182,F,1,200
4796,1555383,F,0,201
4797,1555584,F,1,201
4798,1555784,F,0,200
4799,1556007,F,1,223
4800,1556209,F,0,202
4801,1556411,F,0,202
4802,1556611,F,0,200
4803,1556828,F,0,217
4804,1557078,F,0,250
4805,1558004,C,0,926
4806,1558655,C,0,651
4807,1558874,C,1,219
4808,1559074,C,0,200
4809,1559274,C,1,200
4810,1559474,C,0,200
4811,1559675,C,1,201
4812,1559883,C,0,208
4813,1560089,C,0,206
4814,1560294,C,0,205
4815,1560691,C,0,397
4816,1560939,C,0,248
4817,1561183,C,0,244
4818,1561512,C,0,329
4819,1561715,C,0,203
4820,1561920,C,0,205
4821,1562248,C,0,328
4822,1562485,C,1,237
4823,1563105,C,0,620
4824,1563408,F,0,303
4825,1563613,F,0,205
4826,1563836,F,0,223
4827,1564037,F,0,201
4828,1564237,F,0,200
4829,1564438,F,0,201
4830,1564834,C,1,396
4831,1565046,C,1,212
4832,1565246,C,1,200
4833,1565452,C,1,206
4834,1565654,C,1,202
4835,1565863,C,1,209
4836,1566079,C,1,216
4837,1566294,C,1,215
4838,1566712,F,0,418
4839,1566930,F,0,218
4840,1567030,C,0,100
4841,1567655,F,0,625
4842,1567861,F,0,206
4843,1568062,F,0,201
4844,1568263,F,1,201
4845,1568463,F,1,200
4846,1568663,F,1,200
4847,1568863,F,1,200
4848,1569106,F,1,243
4849,1569308,F,0,202
4850,1569542,F,1,234
4851,1569742,F,1,200
4852,1569949,F,1,207
4853,1570150,F,0,201
4854,1570354,F,0,204
4855,1570578,F,0,224
4856,1570778,F,0,200
4857,1570978,F,1,200
4858,1571191,F,1,213
4859,1571398,F,1,207
4860,1572161,F,1,763
4861,1572374,F,1,213
4862,1572574,F,0,200
4863,1572776,F,0,202
4864,1572989,F,1,213
4865,1573189,F,1,200
4866,1573405,F,0,216
4867,1573674,F,0,269
4868,1574771,C,1,1097
4869,1574972,C,1,201
4870,1575190,C,0,218
4871,1575391,C,0,201
4872,1575591,C,0,200
4873,1575808,C,1,217
4874,1576009,C,1,201
4875,1576683,C,0,674
4876,1576902,C,0,219
4877,1577121,C,0,219
4878,1577367,C,0,246
4879,1577789,C,0,422
4880,1578227,C,0,438
4881,1578432,C,0,205
4882,1578637,C,0,205
4883,1578924,C,0,287
4884,1579140,C,0,216
4885,1579341,C,0,201
4886,1579541,C,1,200
4887,1579743,C,1,202
4888,1580168,F,0,425
4889,1580373,F,0,205
4890,1580557,C,0,184
4891,1580574,F,1,17
4892,1580759,C,0,185
4893,1580785,F,1,26
4894,1581178,F,0,393
4895,1581617,C,1,439
4896,1581837,C,0,220
4897,1582051,C,1,214
4898,1582274,C,0,223
4899,1582483,C,1,209
4900,1582706,C,1,223
4901,1582948,C,1,242
4902,1583391,F,0,443
4903,1583594,F,0,203
4904,1583806,F,0,212
4905,1584006,F,0,200
4906,1584207,F,0,201
4907,1584408,F,0,201
4908,1584608,F,1,200
4909,1584813,F,0,205
4910,1585014,F,0,201
4911,1585760,F,1,746
4912,1585962,F,0,202
4913,1586189,F,1,227
4914,1586389,F,1,200
4915,1586589,F,1,200
4916,1586789,F,1,200
4917,1587003,F,0,214
4918,1587204,F,0,201
4919,1587404,F,0,200
4920,1587626,F,1,222
4921,1587841,F,1,215
4922,1588052,F,1,211
4923,1588261,F,0,209
4924,1588482,F,1,221
4925,1588685,F,0,203
4926,1588887,F,0,202
4927,1589087,F,1,200
4928,1589288,F,1,201
4929,1589496,F,0,208
4930,1589576,C,1,80
4931,1590205,F,1,629
4932,1590405,F,0,200
4933,1590655,F,0,250
4934,1591475,C,1,820
4935,1591676,C,0,201
4936,1591881,C,0,205
4937,1592089,C,0,208
4938,1592290,C,0,201
4939,1592491,C,0,201
4940,1592691,C,0,200
4941,1592894,C,0,203
4942,1593113,C,0,219
4943,1593313,C,0,200
4944,1593523,C,0,210
4945,1593737,C,0,214
4946,1594875,C,0,1138
4947,1595274,C,0,399
4948,1595604,C,0,330
4949,1595805,C,0,201
4950,1596007,C,0,202
4951,1596208,C,0,201
4952,1596423,C,1,215
4953,1596831,F,0,408
4954,1597033,F,0,202
4955,1597254,F,0,221
4956,1597456,F,0,202
4957,1597656,F,0,200
4958,1597875,F,1,219
4959,1598195,C,1,320
4960,1598409,C,1,214
4961,1599181,C,1,772
4962,1599382,C,1,201
4963,1599629,C,1,247
4964,1600074,F,0,445
4965,1600274,F,0,200
4966,1600487,F,1,213
4967,1600688,F,0,201
4968,1600888,F,0,200
4969,1601090,F,0,202
4970,1601294,F,0,204
4971,1601500,F,1,206
4972,1601703,F,0,203
4973,1601904,F,0,201
4974,1602104,F,0,200
4975,1602442,F,1,338
4976,1602645,F,0,203
4977,1602895,F,1,250
4978,1603096,F,1,201
4979,1603737,F,0,641
4980,1603946,F,0,209
4981,1604153,F,1,207
4982,1604369,F,1,216
4983,1604586,F,1,217
4984,1604793,F,1,207
4985,1605002,F,0,209
4986,1605202,F,0,200
4987,1605433,F,0,231
4988,1605692,F,0,259
4989,1605909,F,0,217
4990,1606110,F,0,201
4991,1606313,F,0,203
4992,1606523,F,0,210
4993,1606737,F,0,214
4994,1607068,F,0,331
4995,1607283,F,0,215
4996,1607604,C,1,321
4997,1608226,C,0,622
4998,1608427,C,0,201
4999,1608631,C,0,204
5000,1608834,C,0,203
5001,1609035,C,1,201
5002,1609236,C,1,201
5003,1609436,C,0,200
5004,1609642,C,0,206
5005,1609858,C,0,216
5006,1610063,C,0,205
5007,1610267,C,0,204
5008,1610489,C,0,222
5009,1610745,C,0,256
5010,1611129,C,0,384
5011,1611333,C,0,204
5012,1611579,C,0,246
5013,1611866,C,0,287
5014,1612071,C,0,205
5015,1612729,C,0,658
5016,1612930,C,0,201
5017,1613422,F,0,492
5018,1613625,F,0,203
5019,1613828,F,0,203
5020,1614028,F,0,200
5021,1614260,F,0,232
5022,1614478,F,0,218
5023,1614911,C,1,433
5024,1615119,C,0,208
5025,1615319,C,1,200
5026,1615526,C,0,207
5027,1615731,C,1,205
5028,1615938,C,1,207
5029,1616152,C,0,214
5030,1616627,C,1,475
5031,1616705,F,0,78
5032,1616828,C,0,123
5033,1617248,F,1,420
5034,1617461,F,0,213
5035,1617661,F,0,200
5036,1617866,F,1,205
5037,1618071,F,1,205
5038,1618271,F,0,200
5039,1618471,F,1,200
5040,1618671,F,0,200
5041,1618871,F,0,200
5042,1619077,F,1,206
5043,1619277,F,1,200
5044,1619486,F,1,209
5045,1619687,F,1,201
5046,1619895,F,1,208
5047,1620095,F,1,200
5048,1620311,F,0,216
5049,1620511,F,1,200
5050,1620712,F,0,201
5051,1620920,F,1,208
5052,1621123,F,1,203
5053,1621756,F,1,633
5054,1621972,F,0,216
5055,1622172,F,0,200
5056,1622380,F,0,208
5057,1622601,F,0,221
5058,1622822,F,0,221
5059,1623024,F,0,202
5060,1623231,F,1,207
5061,1623460,F,0,229
5062,1623666,F,0,206
5063,1623914,F,0,248
5064,1624788,C,1,874
5065,1624990,C,1,202
5066,1625194,C,0,204
5067,1625403,C,0,209
5068,1625604,C,1,201
5069,1626268,C,0,664
5070,1626473,C,0,205
5071,1626682,C,1,209
5072,1626890,C,0,208
5073,1627108,C,0,218
5074,1627367,C,0,259
5075,1627845,C,0,478
5076,1628254,C,0,409
5077,1628626,C,0,372
5078,1629008,C,0,382
5079,1629210,C,0,202
5080,1629412,C,1,202
5081,1629621,C,1,209
5082,1630137,F,0,516
5083,1630155,C,1,18
5084,1630337,F,1,182
5085,1630356,C,1,19
5086,1630781,F,1,425
5087,1630993,F,1,212
5088,1631204,F,0,211
5089,1631619,C,1,415
5090,1631832,C,1,213
5091,1632054,C,1,222
5092,1632269,C,0,215
5093,1632479,C,1,210
5094,1632695,C,1,216
5095,1632911,C,1,216
5096,1633362,F,0,451
5097,1633579,F,1,217
5098,1633779,F,0,200
5099,1633980,F,0,201
5100,1634180,F,0,200
5101,1634381,F,0,201
5102,1634581,F,0,200
5103,1634685,C,0,104
5104,1635303,F,1,618
5105,1635504,F,0,201
5106,1635785,F,1,281
5107,1635985,F,0,200
5108,1636217,F,1,232
5109,1636417,F,1,200
5110,1636620,F,1,203
5111,1636821,F,0,201
5112,1637032,F,0,211
5113,1637235,F,0,203
5114,1637435,F,0,200
5115,1637652,F,1,217
5116,1637872,F,1,220
5117,1638079,F,1,207
5118,1638287,F,0,208
5119,1638507,F,1,220
5120,1638711,F,0,204
5121,1638912,F,0,201
5122,1639113,F,0,201
5123,1639182,C,0,69
5124,1639321,F,1,139
5125,1639799,F,1,478
5126,1640000,F,0,201
5127,1640219,F,0,219
5128,1640517,F,0,298
5129,1641423,C,1,906
5130,1641624,C,1,201
5131,1641844,C,0,220
5132,1642063,C,0,219
5133,1642265,C,0,202
5134,1642466,C,0,201
5135,1642667,C,0,201
5136,1642895,C,0,228
5137,1643102,C,0,207
5138,1643303,C,0,201
5139,1643514,C,0,211
5140,1644481,C,0,967
5141,1644849,C,0,368
5142,1645180,C,0,331
5143,1645382,C,0,202
5144,1645630,C,0,248
5145,1645830,C,1,200
5146,1646035,C,0,205
5147,1646235,C,0,200
5148,1646454,C,1,219
5149,1646818,F,0,364
5150,1647021,F,0,203
5151,1647225,F,0,204
5152,1647428,F,0,203
5153,1647648,F,0,220
5154,1647849,F,1,201
5155,1648185,C,0,336
5156,1648780,C,0,595
5157,1648987,C,1,207
5158,1649187,C,1,200
5159,1649408,C,1,221
5160,1649623,C,1,215
5161,1650012,F,0,389
5162,1650228,F,1,216
5163,1650430,F,1,202
5164,1650630,F,0,200
5165,1650831,F,0,201
5166,1651036,F,0,205
5167,1651252,F,1,216
5168,1651453,F,0,201
5169,1651654,F,0,201
5170,1651855,F,1,201
5171,1652055,F,0,200
5172,1652265,F,1,210
5173,1652468,F,1,203
5174,1652673,F,0,205
5175,1653330,F,1,657
5176,1653530,F,0,200
5177,1653736,F,0,206
5178,1653937,F,0,201
5179,1654149,F,0,212
5180,1654354,F,1,205
5181,1654559,F,1,205
5182,1654764,F,1,205
5183,1654965,F,1,201
5184,1655167,F,0,202
5185,1655374,F,0,207
5186,1655583,F,0,209
5187,1655802,F,0,219
5188,1656007,F,0,205
5189,1656221,F,1,214
5190,1656422,F,0,201
5191,1656634,F,0,212
5192,1656853,F,0,219
5193,1657074,F,0,221
5194,1657210,C,0,136
5195,1657310,F,0,100
5196,1657790,C,1,480
5197,1658083,C,1,293
5198,1658286,C,0,203
5199,1658495,C,0,209
5200,1658695,C,0,200
5201,1658897,C,0,202
5202,1659110,C,0,213
5203,1659313,C,0,203
5204,1659518,C,0,205
5205,1659722,C,0,204
5206,1659929,C,0,207
5207,1660143,C,1,214
5208,1660354,C,0,211
5209,1660706,C,0,352
5210,1661159,C,0,453
5211,1661561,C,0,402
5212,1662388,C,0,827
5213,1662591,C,0,203
5214,1662792,C,1,201
5215,1662996,C,0,204
5216,1663508,F,0,512
5217,1663709,F,0,201
5218,1663912,F,0,203
5219,1664112,F,0,200
5220,1664335,F,0,223
5221,1664535,F,0,200
5222,1664931,C,1,396
5223,1665143,C,0,212
5224,1665345,C,1,202
5225,1665550,C,0,205
5226,1665767,C,1,217
5227,1665989,C,1,222
5228,1666203,C,1,214
5229,1666703,F,0,500
5230,1666732,C,0,29
5231,1666917,F,0,185
5232,1667117,F,0,200
5233,1667318,F,1,201
5234,1667518,F,0,200
5235,1667718,F,0,200
5236,1667919,F,1,201
5237,1668122,F,1,203
5238,1668326,F,0,204
5239,1668529,F,0,203
5240,1668729,F,0,200
5241,1668935,F,1,206
5242,1669135,F,1,200
5243,1669336,F,0,201
5244,1669555,F,1,219
5245,1669757,F,1,202
5246,1669957,F,1,200
5247,1670158,F,0,201
5248,1670378,F,0,220
5249,1670578,F,1,200
5250,1670748,C,0,170
5251,1670780,F,1,32
5252,1671398,F,1,618
5253,1671599,F,1,201
5254,1671799,F,0,200
5255,1671999,F,0,200
5256,1672200,F,0,201
5257,1672401,F,1,201
5258,1672623,F,0,222
5259,1672823,F,1,200
5260,1673024,F,0,201
5261,1673233,F,1,209
5262,1673452,F,0,219
5263,1673669,F,0,217
5264,1673974,F,0,305
5265,1674818,C,1,844
5266,1675018,C,1,200
5267,1675218,C,0,200
5268,1675894,C,1,676
5269,1676094,C,0,200
5270,1676294,C,0,200
5271,1676497,C,0,203
5272,1676711,C,0,214
5273,1676923,C,0,212
5274,1677396,C,0,473
5275,1677833,C,0,437
5276,1678201,C,0,368
5277,1678583,C,0,382
5278,1678913,C,0,330
5279,1679114,C,0,201
5280,1679317,C,1,203
5281,1679517,C,0,200
5282,1679729,C,1,212
5283,1680134,F,0,405
5284,1680141,C,0,7
5285,1680349,F,0,208
5286,1680549,F,0,200
5287,1680766,F,0,217
5288,1680970,F,0,204
5289,1681186,F,0,216
5290,1681619,C,1,433
5291,1681830,C,1,211
5292,1682030,C,1,200
5293,1682235,C,0,205
5294,1682439,C,1,204
5295,1682642,C,1,203
5296,1682856,C,1,214
5297,1683388,F,0,532
5298,1683607,F,0,219
5299,1683807,F,0,200
5300,1684029,F,0,222
5301,1684229,F,0,200
5302,1684271,C,0,42
5303,1684891,F,1,620
5304,1685092,F,1,201
5305,1685293,F,0,201
5306,1685494,F,1,201
5307,1685754,F,1,260
5308,1685958,F,0,204
5309,1686166,F,1,208
5310,1686366,F,0,200
5311,1686573,F,1,207
5312,1686778,F,0,205
5313,1687008,F,0,230
5314,1687228,F,0,220
5315,1687434,F,1,206
5316,1687657,F,1,223
5317,1687868,F,1,211
5318,1688077,F,1,209
5319,1688280,F,1,203
5320,1688480,F,1,200
5321,1688683,F,0,203
5322,1688783,C,0,100
5323,1688885,F,1,102
5324,1689018,C,1,133
5325,1689411,F,0,393
5326,1689612,F,1,201
5327,1689813,F,0,201
5328,1690030,F,0,217
5329,1690275,F,0,245
5330,1690551,F,0,276
5331,1691473,C,1,922
5332,1691675,C,0,202
5333,1691899,C,0,224
5334,1692099,C,0,200
5335,1692320,C,0,221
5336,1692520,C,0,200
5337,1692720,C,0,200
5338,1692922,C,1,202
5339,1693128,C,0,206
5340,1694057,C,0,929
5341,1694509,C,0,452
5342,1694837,C,0,328
5343,1695041,C,0,204
5344,1695244,C,0,203
5345,1695453,C,0,209
5346,1695656,C,0,203
5347,1695856,C,1,200
5348,1696056,C,0,200
5349,1696256,C,1,200
5350,1696762,F,0,506
5351,1696966,F,0,204
5352,1697171,F,0,205
5353,1697372,F,0,201
5354,1697580,F,0,208
5355,1697794,F,0,214
5356,1697798,C,1,4
5357,1697995,F,0,197
5358,1698010,C,0,15
5359,1698392,C,1,382
5360,1698601,C,1,209
5361,1698816,C,1,215
5362,1699026,C,1,210
5363,1699227,C,1,201
5364,1699436,C,1,209
5365,1700077,F,0,641
5366,1700296,F,1,219
5367,1700496,F,0,200
5368,1700697,F,0,201
5369,1700897,F,0,200
5370,1701100,F,0,203
5371,1701300,F,0,200
5372,1701500,F,0,200
5373,1701713,F,1,213
5374,1701913,F,0,200
5375,1702115,F,1,202
5376,1702946,F,1,831
5377,1703146,F,1,200
5378,1703402,F,0,256
5379,1703604,F,0,202
5380,1703810,F,0,206
5381,1704030,F,1,220
5382,1704252,F,1,222
5383,1704468,F,1,216
5384,1704671,F,1,203
5385,1704872,F,1,201
5386,1705078,F,0,206
5387,1705285,F,1,207
5388,1705489,F,0,204
5389,1705690,F,0,201
5390,1705890,F,0,200
5391,1706090,F,0,200
5392,1706302,F,1,212
5393,1706503,F,1,201
5394,1706714,F,0,211
5395,1706812,C,1,98
5396,1706937,F,0,125
5397,1707018,C,0,81
5398,1707147,F,0,129
5399,1707236,C,0,89
5400,1707348,F,0,112
5401,1708162,C,0,814
5402,1708365,C,0,203
5403,1708588,C,0,223
5404,1708814,C,0,226
5405,1709015,C,1,201
5406,1709216,C,0,201
5407,1709423,C,0,207
5408,1709628,C,0,205
5409,1709833,C,0,205
5410,1710083,C,0,250
5411,1710285,C,0,202
5412,1710693,C,0,408
5413,1711146,C,0,453
5414,1711965,C,0,819
5415,1712265,C,0,300
5416,1712465,C,1,200
5417,1712672,C,1,207
5418,1712873,C,0,201
5419,1713151,C,1,278
5420,1713518,F,0,367
5421,1713721,F,0,203
5422,1713922,F,0,201
5423,1714150,F,0,228
5424,1714351,F,0,201
5425,1714568,F,0,217
5426,1714890,C,1,322
5427,1715101,C,1,211
5428,1715319,C,1,218
5429,1715522,C,1,203
5430,1715730,C,1,208
5431,1716414,C,1,684
5432,1716688,F,0,274
5433,1716903,F,1,215
5434,1717103,F,1,200
5435,1717304,F,0,201
5436,1717507,F,0,203
5437,1717730,F,0,223
5438,1717933,F,0,203
5439,1718139,F,1,206
5440,1718343,F,0,204
5441,1718543,F,1,200
5442,1718744,F,1,201
5443,1718952,F,1,208
5444,1719153,F,1,201
5445,1719354,F,1,201
5446,1719567,F,1,213
5447,1719767,F,1,200
5448,1719967,F,0,200
5449,1720170,F,1,203
5450,1720347,C,1,177
5451,1720370,F,1,23
5452,1721015,F,1,645
5453,1721230,F,1,215
5454,1721439,F,0,209
5455,1721646,F,0,207
5456,1721847,F,0,201
5457,1722071,F,0,224
5458,1722271,F,1,200
5459,1722472,F,1,201
5460,1722674,F,0,202
5461,1722874,F,1,200
5462,1723080,F,0,206
5463,1723305,F,0,225
5464,1723551,F,0,246
5465,1723794,F,0,243
5466,1724775,C,1,981
5467,1725482,C,0,707
5468,1725682,C,0,200
5469,1725903,C,0,221
5470,1726103,C,0,200
5471,1726306,C,0,203
5472,1726509,C,0,203
5473,1726713,C,0,204
5474,1726914,C,0,201
5475,1727382,C,0,468
5476,1727890,C,0,508
5477,1728207,C,0,317
5478,1728557,C,0,350
5479,1728969,C,0,412
5480,1729174,C,0,205
5481,1729938,C,0,764
5482,1730076,F,0,138
5483,1730277,F,0,201
5484,1730478,F,0,201
5485,1730679,F,0,201
5486,1730879,F,0,200
5487,1731097,F,1,218
5488,1731501,C,1,404
5489,1731713,C,1,212
5490,1731913,C,0,200
5491,1732120,C,1,207
5492,1732336,C,1,216
5493,1732558,C,1,222
5494,1732769,C,1,211
5495,1733383,F,0,614
5496,1733600,F,0,217
5497,1733801,F,1,201
5498,1733871,C,1,70
5499,1734497,F,0,626
5500,1734697,F,0,200
5501,1734897,F,1,200
5502,1735099,F,0,202
5503,1735300,F,0,201
5504,1735501,F,1,201
5505,1735781,F,1,280
5506,1735984,F,1,203
5507,1736191,F,1,207
5508,1736391,F,1,200
5509,1736601,F,1,210
5510,1736802,F,0,201
5511,1737002,F,0,200
5512,1737202,F,0,200
5513,1737420,F,0,218
5514,1737622,F,0,202
5515,1737833,F,1,211
5516,1738048,F,1,215
5517,1738253,F,0,205
5518,1738389,C,1,136
5519,1739013,F,0,624
5520,1739221,F,0,208
5521,1739422,F,0,201
5522,1739623,F,1,201
5523,1739829,F,0,206
5524,1740055,F,0,226
5525,1740379,F,0,324
5526,1741422,C,1,1043
5527,1741624,C,0,202
5528,1741840,C,1,216
5529,1742040,C,1,200
5530,1742240,C,0,200
5531,1742440,C,0,200
5532,1742640,C,0,200
5533,1742842,C,0,202
5534,1743522,C,0,680
5535,1743738,C,0,216
5536,1744058,C,0,320
5537,1744478,C,0,420
5538,1744848,C,0,370
5539,1745274,C,0,426
5540,1745643,C,0,369
5541,1745850,C,0,207
5542,1746050,C,0,200
5543,1746250,C,1,200
5544,1746772,F,0,522
5545,1746975,F,0,203
5546,1747178,F,0,203
5547,1747379,F,0,201
5548,1747398,C,1,19
5549,1747582,F,1,184
5550,1747609,C,1,27
5551,1747999,F,1,390
5552,1748416,C,1,417
5553,1748627,C,1,211
5554,1748831,C,1,204
5555,1749034,C,1,203
5556,1749249,C,1,215
5557,1749471,C,1,222
5558,1749708,C,1,237
5559,1750023,F,0,315
5560,1750243,F,0,220
5561,1750444,F,0,201
5562,1750647,F,0,203
5563,1750865,F,0,218
5564,1751066,F,0,201
5565,1751269,F,0,203
5566,1751474,F,0,205
5567,1751679,F,1,205
5568,1751880,F,1,201
5569,1752542,F,1,662
5570,1752742,F,1,200
5571,1752943,F,1,201
5572,1753144,F,0,201
5573,1753345,F,0,201
5574,1753546,F,0,201
5575,1753760,F,0,214
5576,1753961,F,1,201
5577,1754162,F,0,201
5578,1754384,F,1,222
5579,1754597,F,1,213
5580,1754807,F,1,210
5581,1755008,F,1,201
5582,1755212,F,0,204
5583,1755416,F,0,204
5584,1755618,F,0,202
5585,1755820,F,0,202
5586,1756034,F,1,214
5587,1756238,F,0,204
5588,1756423,C,1,185
5589,1756442,F,0,19
5590,1756628,C,1,186
5591,1756899,F,1,271
5592,1756900,C,1,1
5593,1757103,F,1,203
5594,1757456,F,0,353
5595,1758091,C,1,635
5596,1758292,C,1,201
5597,1758492,C,0,200
5598,1758705,C,1,213
5599,1758905,C,0,200
5600,1759106,C,1,201
5601,1759306,C,1,200
5602,1759507,C,0,201
5603,1759709,C,0,202
5604,1759917,C,0,208
5605,1760129,C,1,212
5606,1760343,C,0,214
5607,1760721,C,0,378
5608,1761582,C,0,861
5609,1761909,C,0,327
5610,1762155,C,0,246
5611,1762373,C,0,218
5612,1762574,C,0,201
5613,1762775,C,1,201
5614,1762976,C,0,201
5615,1763438,F,0,462
5616,1763642,F,0,204
5617,1763845,F,1,203
5618,1764046,F,1,201
5619,1764246,F,0,200
5620,1764466,F,0,220
5621,1764925,C,1,459
5622,1765136,C,1,211
5623,1765345,C,1,209
5624,1766019,C,1,674
5625,1766668,F,0,649
5626,1766869,F,0,201
5627,1767080,F,0,211
5628,1767290,F,0,210
5629,1767508,F,0,218
5630,1767709,F,0,201
5631,1767910,F,1,201
5632,1768115,F,0,205
5633,1768315,F,0,200
5634,1768518,F,1,203
5635,1768721,F,0,203
5636,1768925,F,1,204
5637,1769129,F,1,204
5638,1769329,F,0,200
5639,1769530,F,1,201
5640,1769730,F,1,200
5641,1770578,F,1,848
5642,1770794,F,1,216
5643,1771005,F,1,211
5644,1771207,F,0,202
5645,1771420,F,0,213
5646,1771621,F,1,201
5647,1771822,F,1,201
5648,1772023,F,0,201
5649,1772223,F,1,200
5650,1772424,F,0,201
5651,1772625,F,0,201
5652,1772832,F,0,207
5653,1773033,F,1,201
5654,1773234,F,0,201
5655,1773450,F,1,216
5656,1773703,F,0,253
5657,1774452,C,0,749
5658,1775074,C,0,622
5659,1775294,C,0,220
5660,1775494,C,0,200
5661,1775697,C,0,203
5662,1775900,C,0,203
5663,1776100,C,0,200
5664,1776305,C,0,205
5665,1776505,C,0,200
5666,1776711,C,1,206
5667,1776922,C,0,211
5668,1777397,C,0,475
5669,1777861,C,0,464
5670,1778256,C,0,395
5671,1778503,C,0,247
5672,1778749,C,0,246
5673,1779571,C,0,822
5674,1779773,C,1,202
5675,1780111,F,0,338
5676,1780314,F,1,203
5677,1780516,F,1,202
5678,1780716,F,0,200
5679,1780943,F,0,227
5680,1781144,F,0,201
5681,1781576,C,1,432
5682,1781783,C,1,207
5683,1781991,C,1,208
5684,1782194,C,1,203
5685,1782405,C,1,211
5686,1782655,C,1,250
5687,1782864,C,1,209
5688,1783395,F,0,531
5689,1783470,C,1,75
5690,1784109,F,0,639
5691,1784321,F,0,212
5692,1784526,F,0,205
5693,1784733,F,0,207
5694,1784933,F,0,200
5695,1785134,F,0,201
5696,1785335,F,1,201
5697,1785542,F,1,207
5698,1785771,F,1,229
5699,1785973,F,0,202
5700,1786220,F,1,247
5701,1786421,F,1,201
5702,1786621,F,1,200
5703,1786821,F,0,200
5704,1787021,F,0,200
5705,1787243,F,0,222
5706,1787443,F,0,200
5707,1787643,F,1,200
5708,1787850,F,1,207
5709,1788624,F,0,774
5710,1788828,F,0,204
5711,1789042,F,1,214
5712,1789242,F,0,200
5713,1789443,F,0,201
5714,1789652,F,0,209
5715,1789853,F,0,201
5716,1790053,F,0,200
5717,1790262,F,0,209
5718,1790614,F,0,352
5719,1791461,C,1,847
5720,1791662,C,1,201
5721,1791889,C,0,227
5722,1792106,C,0,217
5723,1792306,C,1,200
5724,1793130,C,0,824
5725,1793330,C,1,200
5726,1793535,C,0,205
5727,1793758,C,0,223
5728,1794073,C,0,315
5729,1794499,C,0,426
5730,1794892,C,0,393
5731,1795263,C,0,371
5732,1795561,C,0,298
5733,1795766,C,0,205
