[REC] ARMED — listening on GPIO6(CMD) + GPIO5(FB). Press microwave START.
[REC] buffer full.
---REC BEGIN---
idx,t_us,chan,level,dt_us
14538,4204956,C,1,115
14539,4205580,F,1,624
14540,4205785,F,0,205
14541,4205988,F,1,203
14542,4206190,F,1,202
14543,4206393,F,1,203
14544,4206633,F,1,240
14545,4207875,C,1,1242
14546,4207970,F,1,95
14547,4208081,C,0,111
14548,4209199,F,0,1118
14549,4209458,F,1,259
14550,4210084,F,0,626
14551,4210469,C,0,385
14552,4210683,C,0,214
14553,4210900,C,0,217
14554,4211317,C,0,417
14555,4211698,C,0,381
14556,4211932,C,0,234
14557,4212133,C,0,201
14558,4212341,C,1,208
14559,4212541,C,1,200
14560,4212741,C,1,200
14561,4212945,C,0,204
14562,4213146,C,1,201
14563,4213323,F,0,177
14564,4213533,F,1,210
14565,4213733,F,0,200
14566,4213945,F,0,212
14567,4213959,C,1,14
14568,4214147,F,0,188
14569,4214159,C,0,12
14570,4214347,F,0,188
14571,4214363,C,0,16
14572,4214551,F,0,188
14573,4214761,F,0,210
14574,4214908,C,1,147
14575,4214978,F,0,70
14576,4215109,C,1,131
14577,4215310,C,1,201
14578,4215512,C,0,202
14579,4215713,C,0,201
14580,4215746,F,0,33
14581,4215917,C,0,171
14582,4215981,F,0,64
14583,4216118,C,0,137
14584,4216194,F,0,76
14585,4216320,C,1,126
14586,4216395,F,1,75
14587,4216520,C,1,125
14588,4217012,C,1,492
14589,4217589,C,1,577
14590,4217835,C,1,246
14591,4218472,C,0,637
14592,4219061,C,0,589
14593,4219400,F,1,339
14594,4219650,F,1,250
14595,4219850,F,1,200
14596,4220056,F,0,206
14597,4220256,F,0,200
14598,4220456,F,0,200
14599,4220657,F,1,201
14600,4220859,F,0,202
14601,4221060,F,1,201
14602,4221260,F,1,200
14603,4221465,F,1,205
14604,4221665,F,0,200
14605,4221866,F,0,201
14606,4222066,F,1,200
14607,4222269,F,0,203
14608,4222475,F,0,206
14609,4222676,F,0,201
14610,4222876,F,0,200
14611,4222987,C,0,111
14612,4223079,F,0,92
14613,4223187,C,0,108
14614,4223280,F,1,93
14615,4223391,C,1,111
14616,4223495,F,1,104
14617,4223696,F,0,201
14618,4223906,F,1,210
14619,4224107,F,0,201
14620,4224310,F,1,203
14621,4224510,F,1,200
14622,4224605,C,1,95
14623,4224717,F,0,112
14624,4227498,F,1,2781
14625,4228121,F,0,623
14626,4228612,C,0,491
14627,4228815,C,0,203
14628,4229017,C,1,202
14629,4229217,C,0,200
14630,4229422,C,1,205
14631,4229624,C,1,202
14632,4229832,C,1,208
14633,4230007,F,0,175
14634,4230215,F,0,208
14635,4230419,F,0,204
14636,4230626,F,1,207
14637,4230832,F,0,206
14638,4231034,F,0,202
14639,4231275,C,1,241
14640,4231481,C,1,206
14641,4231682,C,1,201
14642,4231883,C,1,201
14643,4232584,C,0,701
14644,4232917,F,0,333
14645,4233120,F,0,203
14646,4233332,F,1,212
14647,4233553,F,1,221
14648,4236511,C,0,2958
14649,4237103,C,0,592
14650,4237471,F,1,368
14651,4237671,F,0,200
14652,4237874,F,0,203
14653,4238074,F,0,200
14654,4238275,F,1,201
14655,4238476,F,0,201
14656,4238676,F,0,200
14657,4238879,F,0,203
14658,4239079,F,0,200
14659,4239280,F,0,201
14660,4239481,F,1,201
14661,4239681,F,0,200
14662,4239883,F,0,202
14663,4240097,F,0,214
14664,4240333,F,0,236
14665,4240546,F,0,213
14666,4240780,F,0,234
14667,4241013,C,1,233
14668,4241642,C,0,629
14669,4241967,C,0,325
14670,4245527,F,1,3560
14671,4246150,C,0,623
14672,4246201,F,1,51
14673,4246363,C,0,162
14674,4246576,C,1,213
14675,4246897,C,1,321
14676,4246907,F,0,10
14677,4247127,F,0,220
14678,4247332,F,0,205
14679,4247543,F,0,211
14680,4247750,F,0,207
14681,4247960,C,1,210
14682,4248170,C,1,210
14683,4248371,C,1,201
14684,4248579,C,1,208
14685,4248779,C,1,200
14686,4248984,C,1,205
14687,4249191,C,1,207
14688,4249396,C,1,205
14689,4249764,F,0,368
14690,4249972,F,1,208
14691,4250045,C,0,73
14692,4250176,F,1,131
14693,4250657,F,1,481
14694,4250857,F,0,200
14695,4251060,F,1,203
14696,4251277,F,1,217
14697,4251483,F,1,206
14698,4254543,C,1,3060
14699,4254771,C,0,228
14700,4255135,C,0,364
14701,4255334,F,1,199
14702,4255535,F,1,201
14703,4255744,F,0,209
14704,4255948,F,0,204
14705,4256151,F,0,203
14706,4256355,F,1,204
14707,4256574,F,0,219
14708,4256790,F,0,216
14709,4257004,F,0,214
14710,4257729,F,0,725
14711,4257863,C,1,134
14712,4258063,C,0,200
14713,4258266,C,1,203
14714,4258468,C,0,202
14715,4258668,C,0,200
14716,4258880,C,1,212
14717,4259685,C,0,805
14718,4262889,F,0,3204
14719,4263097,F,1,208
14720,4263211,C,0,114
14721,4263311,F,1,100
14722,4263414,C,0,103
14723,4264170,C,0,756
14724,4264296,F,1,126
14725,4264385,C,1,89
14726,4264587,C,0,202
14727,4264787,C,1,200
14728,4264991,C,1,204
14729,4265193,C,1,202
14730,4265394,C,1,201
14731,4265594,C,1,200
14732,4265807,C,1,213
14733,4266018,C,1,211
14734,4266385,F,0,367
14735,4266587,F,0,202
14736,4266789,F,0,202
14737,4266998,F,1,209
14738,4267215,F,1,217
14739,4267417,F,1,202
14740,4267627,F,1,210
14741,4267846,F,0,219
14742,4268046,F,0,200
14743,4268101,C,1,55
14744,4268723,F,0,622
14745,4268925,F,1,202
14746,4272583,C,0,3658
14747,4273182,C,0,599
14748,4273316,F,0,134
14749,4273609,C,1,293
14750,4274108,C,1,499
14751,4274321,C,1,213
14752,4274524,C,0,203
14753,4274726,C,0,202
14754,4274926,C,0,200
14755,4275128,C,0,202
14756,4275337,C,0,209
14757,4275538,C,0,201
14758,4275738,C,0,200
14759,4275942,C,1,204
14760,4276149,C,0,207
14761,4276350,C,0,201
14762,4276550,C,1,200
14763,4276751,C,0,201
14764,4276952,C,1,201
14765,4279725,F,0,2773
14766,4279919,C,0,194
14767,4279929,F,0,10
14768,4280123,C,0,194
14769,4280147,F,1,24
14770,4280323,C,1,176
14771,4280538,C,1,215
14772,4280746,C,1,208
14773,4280949,C,1,203
14774,4281149,C,1,200
14775,4281309,F,1,160
14776,4281361,C,0,52
14777,4281517,F,1,156
14778,4282207,C,0,690
14779,4282329,F,1,122
14780,4282407,C,1,78
14781,4282607,C,0,200
14782,4282807,C,1,200
14783,4283061,F,0,254
14784,4283264,F,0,203
14785,4283466,F,0,202
14786,4283675,F,0,209
14787,4283893,F,1,218
14788,4284095,F,0,202
14789,4284299,F,0,204
14790,4284503,F,1,204
14791,4284709,F,0,206
14792,4284909,F,1,200
14793,4285109,F,0,200
14794,4285311,F,0,202
14795,4285519,F,0,208
14796,4285720,F,0,201
14797,4285930,F,1,210
14798,4286133,C,1,203
14799,4286748,F,1,615
14800,4286956,F,1,208
14801,4290072,C,1,3116
14802,4290273,C,1,201
14803,4290476,C,1,203
14804,4291224,C,0,748
14805,4291306,F,1,82
14806,4291593,C,0,287
14807,4291806,C,1,213
14808,4292011,C,1,205
14809,4292211,C,0,200
14810,4292411,C,0,200
14811,4292611,C,1,200
14812,4292812,C,0,201
14813,4293013,C,0,201
14814,4293218,C,0,205
14815,4293419,C,1,201
14816,4293619,C,1,200
14817,4293824,C,0,205
14818,4294042,C,0,218
14819,4294245,C,0,203
14820,4294654,C,0,409
14821,4295027,C,0,373
14822,4295752,C,0,725
14823,4295956,C,0,204
14824,4296183,C,0,227
14825,4296388,C,0,205
14826,4296537,F,0,149
14827,4296607,C,0,70
14828,4296739,F,0,132
14829,4296972,F,1,233
14830,4297828,C,1,856
14831,4298032,C,1,204
14832,4298110,F,1,78
14833,4298234,C,1,124
14834,4298321,F,1,87
14835,4298439,C,0,118
14836,4298522,F,1,83
14837,4298646,C,0,124
14838,4298723,F,0,77
14839,4298923,F,0,200
14840,4299124,F,0,201
14841,4299327,F,1,203
14842,4299529,F,1,202
14843,4299626,C,0,97
14844,4300231,C,0,605
14845,4300386,F,1,155
14846,4300587,F,1,201
14847,4300795,F,1,208
14848,4300996,F,0,201
14849,4301201,F,1,205
14850,4301401,F,0,200
14851,4301601,F,1,200
14852,4301801,F,0,200
14853,4302002,F,1,201
14854,4302204,F,0,202
14855,4302404,F,0,200
14856,4302614,F,1,210
14857,4302815,F,1,201
14858,4303027,F,1,212
14859,4303231,F,1,204
14860,4303446,F,0,215
14861,4303658,F,1,212
14862,4303867,F,0,209
14863,4304079,F,1,212
14864,4304784,F,1,705
14865,4304985,F,0,201
14866,4305188,F,1,203
14867,4305393,F,1,205
14868,4305600,F,1,207
14869,4307353,C,1,1753
14870,4307561,C,1,208
14871,4307767,C,1,206
14872,4307967,C,1,200
14873,4307987,F,1,20
14874,4308427,F,0,440
14875,4308663,F,0,236
14876,4309287,F,1,624
14877,4309705,C,0,418
14878,4309906,C,0,201
14879,4310107,C,1,201
14880,4310308,C,1,201
14881,4310512,C,0,204
14882,4310918,C,0,406
14883,4311332,C,0,414
14884,4311674,C,0,342
14885,4311971,C,0,297
14886,4312180,C,1,209
14887,4312394,C,0,214
14888,4312595,C,0,201
14889,4312795,C,0,200
14890,4313008,C,0,213
14891,4313304,F,0,296
14892,4313332,C,0,28
14893,4313506,F,0,174
14894,4313532,C,0,26
14895,4313726,F,1,194
14896,4313927,F,0,201
14897,4314131,F,1,204
14898,4314333,F,1,202
14899,4314535,F,1,202
14900,4314639,C,1,104
14901,4314736,F,0,97
14902,4314840,C,1,104
14903,4314938,F,0,98
14904,4315044,C,1,106
14905,4315261,C,0,217
14906,4315475,C,0,214
14907,4315816,F,0,341
14908,4316057,F,0,241
14909,4316263,F,0,206
14910,4316371,C,0,108
14911,4316467,F,1,96
14912,4316571,C,1,104
14913,4316885,C,1,314
14914,4317090,C,1,205
14915,4317313,C,1,223
14916,4317519,C,1,206
14917,4318278,C,1,759
14918,4318611,F,1,333
14919,4318826,F,0,215
14920,4319029,F,0,203
14921,4319272,F,1,243
14922,4319473,F,0,201
14923,4319690,F,1,217
14924,4319891,F,1,201
14925,4320100,F,0,209
14926,4320310,F,0,210
14927,4320510,F,1,200
14928,4320711,F,1,201
14929,4320912,F,0,201
14930,4321114,F,1,202
14931,4321319,F,0,205
14932,4321521,F,0,202
14933,4321726,F,1,205
14934,4321930,F,0,204
14935,4322131,F,1,201
14936,4322187,C,1,56
14937,4322331,F,1,144
14938,4322397,C,1,66
14939,4322819,F,1,422
14940,4323024,F,1,205
14941,4323224,F,1,200
14942,4323431,F,0,207
14943,4323642,F,0,211
14944,4323844,F,1,202
14945,4324106,F,1,262
14946,4324306,F,1,200
14947,4324519,F,1,213
14948,4324528,C,1,9
14949,4324730,F,0,202
14950,4324732,C,0,2
14951,4326697,F,1,1965
14952,4327324,F,1,627
14953,4327736,C,0,412
14954,4328001,C,0,265
14955,4328297,C,0,296
14956,4328545,C,0,248
14957,4328758,C,0,213
14958,4328959,C,1,201
14959,4329159,C,0,200
14960,4329359,C,1,200
14961,4329563,C,1,204
14962,4329781,C,1,218
14963,4329986,F,0,205
14964,4330194,F,0,208
14965,4330395,F,0,201
14966,4330604,F,0,209
14967,4330810,F,0,206
14968,4331011,F,0,201
14969,4331200,C,1,189
14970,4331805,C,1,605
14971,4332007,C,1,202
14972,4332209,C,0,202
14973,4332409,C,0,200
14974,4332557,F,0,148
14975,4332617,C,1,60
14976,4332811,F,0,194
14977,4332818,C,0,7
14978,4333011,F,1,193
14979,4333019,C,1,8
14980,4335713,C,0,2694
14981,4335916,C,0,203
14982,4336243,C,1,327
14983,4336625,F,1,382
14984,4336858,F,0,233
14985,4337075,F,0,217
14986,4337281,F,1,206
14987,4337500,F,0,219
14988,4337701,F,0,201
14989,4337901,F,1,200
14990,4338101,F,1,200
14991,4338305,F,1,204
14992,4338507,F,0,202
14993,4338713,F,1,206
14994,4338919,F,0,206
14995,4339126,F,0,207
14996,4339329,F,0,203
14997,4339533,F,0,204
14998,4339735,F,0,202
14999,4339937,F,0,202
15000,4340153,F,0,216
15001,4340221,C,0,68
15002,4340390,F,0,169
15003,4340752,F,0,362
15004,4340815,C,1,63
15005,4340987,F,0,172
15006,4341177,C,1,190
15007,4341379,C,0,202
15008,4344734,F,1,3355
15009,4345375,F,0,641
15010,4345744,C,0,369
15011,4345949,C,1,205
15012,4346150,C,1,201
15013,4346372,C,1,222
15014,4346581,F,0,209
15015,4346787,F,0,206
15016,4346995,F,1,208
15017,4347217,F,0,222
15018,4347419,F,0,202
15019,4347622,F,0,203
15020,4348102,C,1,480
15021,4348311,C,1,209
15022,4348515,C,1,204
15023,4348722,C,1,207
15024,4348923,C,1,201
15025,4349125,C,0,202
15026,4349644,F,0,519
15027,4349646,C,0,2
15028,4349845,F,0,199
15029,4350045,F,0,200
15030,4350246,F,0,201
15031,4350456,F,1,210
15032,4350680,F,1,224
15033,4350915,F,1,235
15034,4353752,C,0,2837
15035,4354329,C,1,577
15036,4354634,F,1,305
15037,4354834,F,0,200
15038,4355039,F,1,205
15039,4355239,F,0,200
15040,4355440,F,0,201
15041,4355645,F,0,205
15042,4355857,F,1,212
15043,4356059,F,0,202
15044,4356263,F,0,204
15045,4356468,F,0,205
15046,4356684,F,0,216
15047,4356921,F,0,237
15048,4357222,F,0,301
15049,4357521,F,0,299
15050,4357883,C,1,362
15051,4358083,C,1,200
15052,4358892,C,1,809
15053,4359095,C,0,203
15054,4362599,F,0,3504
15055,4363370,C,0,771
15056,4363516,F,1,146
15057,4363665,C,1,149
15058,4363716,F,0,51
15059,4363936,F,0,220
15060,4364143,F,1,207
15061,4364346,F,0,203
15062,4364654,C,1,308
15063,4364854,C,1,200
15064,4365058,C,1,204
15065,4365258,C,1,200
15066,4365459,C,1,201
15067,4365665,C,1,206
15068,4365872,C,1,207
15069,4366127,C,1,255
15070,4366391,F,0,264
15071,4366596,F,0,205
15072,4366798,F,0,202
15073,4367008,F,0,210
15074,4367208,F,0,200
15075,4367286,C,0,78
15076,4367415,F,1,129
15077,4367500,C,1,85
15078,4367882,F,1,382
15079,4368087,F,1,205
15080,4368313,F,1,226
15081,4371786,C,1,3473
15082,4372377,C,0,591
15083,4372573,F,1,196
15084,4372776,F,0,203
15085,4372982,F,0,206
15086,4373184,F,0,202
15087,4373388,F,0,204
15088,4373605,F,0,217
15089,4374034,F,0,429
15090,4374248,F,0,214
15091,4374503,C,1,255
15092,4374704,C,1,201
15093,4374913,C,1,209
15094,4375120,C,0,207
15095,4375320,C,0,200
15096,4375522,C,0,202
15097,4375730,C,0,208
15098,4375939,C,0,209
15099,4376139,C,0,200
15100,4376923,C,0,784
15101,4377135,C,0,212
15102,4379599,F,1,2464
15103,4379800,F,1,201
15104,4379810,C,0,10
15105,4380019,C,0,209
15106,4380043,F,1,24
15107,4380220,C,1,177
15108,4380422,C,1,202
15109,4380630,C,0,208
15110,4381419,C,0,789
15111,4381508,F,1,89
15112,4381637,C,0,129
15113,4381839,C,0,202
15114,4382040,C,1,201
15115,4382244,C,1,204
15116,4382454,C,1,210
15117,4382666,C,1,212
15118,4382871,C,1,205
15119,4383059,F,0,188
15120,4383264,F,0,205
15121,4383467,F,0,203
15122,4383679,F,0,212
15123,4383891,F,0,212
15124,4384100,F,0,209
15125,4384307,F,1,207
15126,4384507,F,1,200
15127,4384708,F,0,201
15128,4384908,F,1,200
15129,4385109,F,1,201
15130,4385310,F,1,201
15131,4385333,C,1,23
15132,4385984,F,1,651
15133,4389380,C,1,3396
15134,4389668,C,1,288
15135,4390424,C,0,756
15136,4390544,F,1,120
15137,4390625,C,0,81
15138,4390825,C,1,200
15139,4391029,C,1,204
15140,4391230,C,1,201
15141,4391431,C,1,201
15142,4391633,C,1,202
15143,4391834,C,0,201
15144,4392039,C,1,205
15145,4392242,C,0,203
15146,4392442,C,1,200
15147,4392652,C,0,210
15148,4392853,C,0,201
15149,4393054,C,1,201
15150,4393268,C,0,214
15151,4393469,C,0,201
15152,4393670,C,0,201
15153,4393871,C,1,201
15154,4394302,C,0,431
15155,4396453,C,0,2151
15156,4396455,F,0,2
15157,4396656,F,0,201
15158,4396658,C,0,2
15159,4396868,C,1,210
15160,4396874,F,1,6
15161,4397072,C,1,198
15162,4397285,C,1,213
15163,4397492,C,1,207
15164,4397701,C,1,209
15165,4397905,C,1,204
15166,4397970,F,1,65
15167,4398108,C,0,138
15168,4398181,F,1,73
15169,4398382,F,0,201
15170,4398423,C,0,41
15171,4398582,F,1,159
15172,4398788,F,1,206
15173,4399458,C,1,670
15174,4399594,F,1,136
15175,4399669,C,1,75
15176,4399806,F,0,137
15177,4400006,F,0,200
15178,4400206,F,0,200
15179,4400412,F,1,206
15180,4400612,F,0,200
15181,4400816,F,1,204
15182,4401032,F,0,216
15183,4401232,F,1,200
15184,4401433,F,0,201
15185,4401634,F,1,201
15186,4401835,F,1,201
15187,4402044,F,0,209
15188,4402245,F,0,201
15189,4402445,F,1,200
15190,4402654,F,1,209
15191,4402854,F,0,200
15192,4403065,F,1,211
15193,4403269,F,0,204
15194,4403366,C,1,97
15195,4403469,F,1,103
15196,4403575,C,1,106
15197,4404034,F,1,459
15198,4404245,F,1,211
15199,4406789,C,1,2544
15200,4407039,C,1,250
15201,4407243,C,1,204
15202,4407445,C,1,202
15203,4407645,C,1,200
15204,4407848,C,0,203
15205,4408483,F,1,635
15206,4408903,C,1,420
15207,4409103,C,0,200
15208,4409316,C,0,213
15209,4409517,C,0,201
15210,4409717,C,0,200
15211,4409918,C,0,201
15212,4410122,C,0,204
15213,4410324,C,1,202
15214,4410530,C,0,206
15215,4410733,C,0,203
15216,4410971,C,0,238
15217,4411388,C,0,417
15218,4411637,C,0,249
15219,4411839,C,0,202
15220,4412039,C,0,200
15221,4412242,C,0,203
15222,4412968,C,1,726
15223,4413201,F,0,233
15224,4413401,F,0,200
15225,4413607,F,0,206
15226,4413830,F,1,223
15227,4414064,F,1,234
15228,4414610,F,1,546
15229,4414634,C,1,24
15230,4414812,F,1,178
15231,4414845,C,1,33
15232,4415015,F,1,170
15233,4415049,C,0,34
15234,4415219,F,0,170
15235,4415263,C,0,44
15236,4415435,F,0,172
15237,4415481,C,0,46
15238,4415642,F,0,161
15239,4415846,F,0,204
15240,4416048,F,0,202
15241,4416214,C,0,166
15242,4416251,F,1,37
15243,4416417,C,0,166
15244,4416637,C,1,220
15245,4416837,C,1,200
15246,4417490,C,1,653
15247,4417642,F,1,152
15248,4417844,F,1,202
15249,4418048,F,0,204
15250,4418255,F,1,207
15251,4418456,F,1,201
15252,4418657,F,0,201
15253,4418858,F,1,201
15254,4419058,F,0,200
15255,4419311,F,1,253
15256,4419512,F,0,201
15257,4419728,F,1,216
15258,4419930,F,1,202
15259,4420189,F,0,259
15260,4420395,F,0,206
15261,4420595,F,1,200
15262,4420802,F,1,207
15263,4421009,F,0,207
15264,4421215,F,1,206
15265,4421424,C,1,209
15266,4422009,F,1,585
15267,4422211,F,1,202
15268,4422411,F,1,200
15269,4422618,F,1,207
15270,4422828,F,1,210
15271,4423202,F,1,374
15272,4423661,F,1,459
15273,4424202,C,1,541
15274,4424411,C,1,209
15275,4424588,F,1,177
15276,4424611,C,0,23
15277,4425902,F,1,1291
15278,4426528,F,0,626
15279,4426915,C,0,387
15280,4427116,C,0,201
15281,4427317,C,1,201
15282,4427654,C,0,337
15283,4428055,C,0,401
15284,4428322,C,0,267
15285,4428556,C,0,234
15286,4428761,C,0,205
15287,4428965,C,1,204
15288,4429168,C,1,203
15289,4429375,C,1,207
15290,4429575,C,0,200
15291,4429791,C,1,216
15292,4429948,F,0,157
15293,4430156,F,0,208
15294,4430357,F,0,201
15295,4430414,C,0,57
15296,4430557,F,0,143
15297,4430614,C,0,57
15298,4430758,F,1,144
15299,4430815,C,1,57
15300,4430979,F,1,164
15301,4431193,F,0,214
15302,4431342,C,1,149
15303,4431543,C,1,201
15304,4431745,C,1,202
15305,4431951,C,1,206
15306,4432169,C,0,218
15307,4432408,C,0,239
15308,4432625,C,0,217
15309,4432864,F,0,239
15310,4432866,C,0,2
15311,4433065,F,0,199
15312,4433075,C,0,10
15313,4433898,C,1,823
15314,4434131,C,1,233
15315,4434375,C,1,244
15316,4434914,C,1,539
15317,4435520,C,0,606
15318,4436012,F,1,492
15319,4436213,F,1,201
15320,4436422,F,1,209
15321,4436622,F,0,200
15322,4436841,F,0,219
15323,4437041,F,0,200
15324,4437255,F,1,214
15325,4437456,F,1,201
15326,4437658,F,0,202
15327,4437859,F,1,201
15328,4438061,F,1,202
15329,4438263,F,0,202
15330,4438467,F,1,204
15331,4438670,F,0,203
15332,4438879,F,0,209
15333,4439090,F,0,211
15334,4439297,F,0,207
15335,4439430,C,1,133
15336,4439497,F,1,67
15337,4439659,C,1,162
15338,4440036,F,1,377
15339,4440245,F,1,209
15340,4440446,F,0,201
15341,4440650,F,0,204
15342,4440851,F,1,201
15343,4441054,F,0,203
15344,4441104,C,1,50
15345,4441255,F,0,151
15346,4441311,C,1,56
15347,4443939,F,1,2628
15348,4444550,F,1,611
15349,4445121,C,0,571
15350,4445322,C,0,201
15351,4445522,C,0,200
15352,4445723,C,1,201
15353,4445924,C,0,201
15354,4446124,C,0,200
15355,4446340,C,1,216
15356,4446611,F,0,271
15357,4446825,F,0,214
15358,4447026,F,1,201
15359,4447243,F,0,217
15360,4447446,F,0,203
15361,4447662,F,0,216
15362,4447965,C,1,303
15363,4448168,C,0,203
15364,4448368,C,0,200
15365,4449041,C,0,673
15366,4449262,C,1,221
15367,4449280,F,0,18
15368,4449498,F,0,218
15369,4449523,C,1,25
15370,4449699,F,0,176
15371,4449899,F,0,200
15372,4450122,F,1,223
15373,4452960,C,0,2838
15374,4453549,C,0,589
15375,4453818,F,1,269
15376,4454026,F,0,208
15377,4454231,F,0,205
15378,4454438,F,1,207
15379,4454639,F,0,201
15380,4454841,F,0,202
15381,4455044,F,0,203
15382,4455252,F,1,208
15383,4455456,F,0,204
15384,4455663,F,0,207
15385,4455879,F,1,216
15386,4456084,F,0,205
15387,4456285,F,1,201
15388,4456491,F,0,206
15389,4456699,F,0,208
15390,4456916,F,1,217
15391,4457180,F,0,264
15392,4457318,C,1,138
15393,4457486,F,0,168
15394,4458076,C,0,590
15395,4458278,C,0,202
15396,4461977,F,1,3699
15397,4462614,C,0,637
15398,4462642,F,1,28
15399,4462943,C,0,301
15400,4463144,C,1,201
15401,4463375,F,0,231
15402,4463584,F,0,209
15403,4463786,F,0,202
15404,4463996,F,0,210
15405,4464205,F,0,209
15406,4464411,F,0,206
15407,4464582,C,1,171
15408,4464782,C,1,200
15409,4464986,C,1,204
15410,4465187,C,1,201
15411,4465396,C,1,209
15412,4465600,C,1,204
15413,4465812,C,1,212
15414,4466017,C,1,205
15415,4466276,F,0,259
15416,4466476,F,0,200
15417,4466481,C,1,5
15418,4466677,F,1,196
15419,4466683,C,1,6
15420,4467103,F,0,420
15421,4467311,F,0,208
15422,4467514,F,0,203
15423,4467714,F,1,200
15424,4470993,C,0,3279
15425,4471237,C,0,244
15426,4471479,C,0,242
15427,4471825,F,1,346
15428,4472028,F,0,203
15429,4472229,F,1,201
15430,4472435,F,0,206
15431,4472644,F,0,209
15432,4472846,F,0,202
15433,4473048,F,0,202
15434,4473248,F,0,200
15435,4473478,F,0,230
15436,4473996,F,0,518
15437,4474131,C,1,135
15438,4474397,C,1,266
15439,4474609,C,1,212
15440,4474813,C,0,204
15441,4475015,C,0,202
15442,4475215,C,0,200
15443,4475422,C,0,207
15444,4476141,C,0,719
15445,4476390,C,0,249
15446,4479185,F,0,2795
15447,4479393,F,0,208
15448,4479593,F,0,200
15449,4479772,C,0,179
15450,4479820,F,1,48
15451,4479976,C,1,156
15452,4480608,C,0,632
15453,4480689,F,1,81
15454,4480810,C,1,121
15455,4480889,F,0,79
15456,4481013,C,1,124
15457,4481217,C,1,204
15458,4481418,C,1,201
15459,4481619,C,1,201
15460,4481822,C,1,203
15461,4482022,C,0,200
15462,4482222,C,1,200
15463,4482434,C,1,212
15464,4482637,C,1,203
15465,4482860,C,1,223
15466,4483007,F,0,147
15467,4483209,F,0,202
15468,4483423,F,1,214
15469,4483637,F,1,214
15470,4483840,F,0,203
15471,4484041,F,0,201
15472,4484256,F,1,215
15473,4484457,F,0,201
15474,4484523,C,0,66
15475,4485173,F,1,650
15476,4485374,F,1,201
15477,4488991,C,1,3617
15478,4489619,C,1,628
15479,4489771,F,1,152
15480,4489977,F,0,206
15481,4490223,F,0,246
15482,4490434,F,0,211
15483,4490548,C,1,114
15484,4490743,F,0,195
15485,4490771,C,1,28
15486,4491076,C,1,305
15487,4491276,C,1,200
15488,4491487,C,0,211
15489,4491688,C,1,201
15490,4491889,C,0,201
15491,4492093,C,1,204
15492,4492297,C,1,204
15493,4492497,C,0,200
15494,4492697,C,0,200
15495,4492897,C,0,200
15496,4493111,C,0,214
15497,4493314,C,1,203
15498,4493524,C,1,210
15499,4496286,F,0,2762
15500,4496489,F,0,203
15501,4496526,C,0,37
15502,4496710,F,1,184
15503,4496729,C,0,19
15504,4496943,C,1,214
15505,4497164,C,1,221
15506,4497379,C,1,215
15507,4497590,C,1,211
15508,4497793,C,0,203
15509,4497887,F,1,94
15510,4498011,C,0,124
15511,4498661,C,1,650
15512,4498740,F,1,79
15513,4498864,C,0,124
15514,4499065,C,1,201
15515,4499269,C,1,204
15516,4499469,C,1,200
15517,4499687,F,0,218
15518,4499902,F,1,215
15519,4500104,F,1,202
15520,4500320,F,1,216
15521,4500520,F,0,200
15522,4500727,F,0,207
15523,4500943,F,0,216
15524,4501147,F,0,204
15525,4501347,F,1,200
15526,4501547,F,0,200
15527,4501753,F,1,206
15528,4501954,F,0,201
15529,4502154,F,0,200
15530,4502355,F,1,201
15531,4503221,F,1,866
15532,4503444,F,0,223
15533,4503653,F,1,209
15534,4506435,C,1,2782
15535,4506642,C,1,207
15536,4506843,C,0,201
15537,4507046,C,1,203
15538,4507673,C,1,627
15539,4507755,F,1,82
15540,4507875,C,0,120
15541,4508075,C,0,200
15542,4508275,C,0,200
15543,4508480,C,1,205
15544,4508681,C,0,201
15545,4508881,C,1,200
15546,4509082,C,0,201
15547,4509296,C,0,214
15548,4509497,C,0,201
15549,4509706,C,0,209
15550,4509906,C,0,200
15551,4510106,C,0,200
15552,4510309,C,0,203
15553,4510510,C,0,201
15554,4510710,C,0,200
15555,4511076,C,0,366
15556,4511444,C,1,368
15557,4512193,C,0,749
15558,4512394,C,1,201
15559,4512677,C,0,283
15560,4512948,C,0,271
15561,4513148,C,0,200
15562,4513154,F,0,6
15563,4513361,F,1,207
15564,4513366,C,0,5
15565,4513579,F,1,213
15566,4514490,C,1,911
15567,4514530,F,1,40
15568,4514693,C,0,163
15569,4514734,F,1,41
15570,4514893,C,0,159
15571,4514936,F,1,43
15572,4515139,F,0,203
15573,4515339,F,0,200
15574,4515539,F,0,200
15575,4515739,F,0,200
15576,4515941,F,0,202
15577,4516681,C,0,740
15578,4516844,F,1,163
15579,4517048,F,1,204
15580,4517252,F,1,204
15581,4517463,F,0,211
15582,4517684,F,1,221
15583,4517886,F,1,202
15584,4518086,F,0,200
15585,4518289,F,1,203
15586,4518490,F,0,201
15587,4518692,F,0,202
15588,4518897,F,0,205
15589,4519098,F,1,201
15590,4519436,F,1,338
15591,4519637,F,0,201
15592,4519838,F,0,201
15593,4520039,F,0,201
15594,4520239,F,0,200
15595,4520439,F,0,200
15596,4520605,C,1,166
15597,4521238,F,1,633
15598,4521457,F,1,219
15599,4521658,F,1,201
15600,4521871,F,1,213
15601,4522099,F,1,228
15602,4523729,C,1,1630
15603,4523929,C,1,200
15604,4524134,C,1,205
15605,4524334,C,0,200
